 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
169,109.707,111.711,111.839,119.179,111.093,104.944,106.190,107.400,108.403,108.775,113.267,109.227,110.118,105.564,118.294,107.785,108.435,108.690,106.733,108.343
170,109.610,115.745,111.200,117.468,110.417,106.007,106.197,107.348,108.389,108.412,112.753,108.924,109.953,105.388,119.658,107.709,108.450,109.973,106.666,108.342
171,109.372,114.632,110.491,116.014,109.784,106.313,106.106,107.252,108.367,108.058,112.198,108.658,109.340,105.221,118.379,107.686,108.276,109.373,106.589,109.239
172,109.302,113.412,109.944,114.975,109.240,106.077,106.053,107.117,108.367,107.733,111.536,108.408,108.724,105.048,117.036,107.481,108.298,108.888,106.500,112.553
173,109.318,112.440,109.615,114.250,108.894,105.888,106.172,107.158,108.400,107.742,110.980,108.360,108.464,106.444,115.777,107.569,108.371,108.568,106.585,112.636
174,109.252,111.582,109.239,120.468,108.635,105.683,106.125,107.151,108.408,107.553,110.631,108.974,107.993,107.603,114.471,107.484,108.384,108.266,106.666,111.998
175,109.137,110.931,108.994,124.651,108.304,105.518,106.166,107.216,108.369,107.426,110.195,109.985,107.744,107.275,113.646,107.466,108.253,107.993,106.709,111.649
176,109.089,110.385,108.709,122.310,108.125,105.369,106.149,107.085,108.345,107.355,109.841,109.643,107.415,106.858,112.745,107.401,108.295,107.856,106.663,111.162
177,109.092,111.752,108.566,120.168,107.988,105.308,106.148,107.069,108.320,110.686,109.556,109.326,107.177,106.431,112.014,107.344,108.300,107.696,106.557,110.713
178,109.081,116.677,108.412,118.327,107.869,105.205,106.109,107.112,108.374,114.317,109.405,109.081,107.063,106.110,111.504,107.373,108.312,107.522,106.643,110.366
179,109.092,116.061,108.303,116.837,107.764,105.160,107.151,107.072,108.331,113.540,109.103,108.789,106.953,105.869,111.085,107.395,108.346,107.452,106.578,109.999
180,109.587,114.577,108.193,115.569,107.636,105.043,111.110,107.044,108.286,112.388,108.950,108.497,106.806,105.489,110.623,109.820,108.337,107.421,106.558,109.775
181,113.436,113.453,108.135,114.736,107.527,105.069,111.169,107.107,108.372,111.507,108.950,108.337,106.877,105.367,110.453,112.682,108.399,107.358,106.782,109.472
182,113.782,112.372,108.519,115.601,107.497,105.030,110.623,107.114,108.276,110.839,108.695,108.276,106.721,105.327,110.100,112.167,108.371,107.385,106.649,109.319
183,112.954,111.529,111.765,124.081,107.510,104.986,109.910,107.033,108.443,110.077,108.552,108.067,106.664,105.156,109.857,111.528,108.378,107.340,106.695,109.135
184,112.288,110.895,112.107,123.733,107.416,105.026,109.289,107.114,108.300,109.428,108.533,108.842,106.665,106.583,109.787,110.848,108.434,107.310,106.717,108.987
185,111.704,110.915,111.431,121.416,107.467,104.961,108.747,107.111,108.359,109.045,108.430,109.877,106.682,107.740,109.638,110.218,108.349,107.315,106.714,108.933
186,111.229,115.023,110.891,119.338,110.947,104.957,108.199,107.094,108.320,108.585,108.285,109.665,106.798,107.306,109.569,109.711,108.431,107.410,106.624,108.770
187,110.974,116.738,110.309,117.627,114.145,104.988,107.818,107.056,108.438,108.318,108.277,109.363,109.695,106.892,109.376,109.373,108.426,109.665,106.633,108.741
188,110.506,115.301,109.817,116.179,113.375,105.963,107.498,107.031,108.258,108.024,108.167,108.944,110.234,106.451,109.269,108.875,111.644,109.759,106.743,108.698
189,110.255,114.147,109.548,115.126,112.305,106.393,107.215,107.056,108.258,107.874,108.259,108.700,109.581,106.163,109.271,108.647,115.818,109.189,106.636,108.598
190,110.012,112.949,109.168,114.363,111.384,106.162,107.022,107.343,108.319,107.687,108.182,108.597,109.001,105.819,109.355,108.368,115.049,108.792,106.682,108.560
191,109.886,112.013,108.926,120.999,110.656,105.942,106.906,111.671,108.365,107.649,108.096,108.286,108.538,105.663,109.116,108.119,113.956,108.422,106.615,108.593
192,109.640,111.201,108.685,124.840,110.036,105.746,106.804,112.742,108.365,107.502,108.091,108.213,108.120,105.464,109.187,108.043,113.014,108.158,106.686,108.513
